Language,Key,Original Text (FR)
"tz-ltn","ajouteroeuvre.connect_tant_que","Connecté en tant que"
"tz-ltn","ajouteroeuvre.vous_devez_tre","Vous devez être connecté pour ajouter une œuvre."
"tz-ltn","ajouteroeuvre.connecter","Se connecter"
"tz-ltn","ajouteroeuvre.type_duvre","Type d'œuvre"
"tz-ltn","ajouteroeuvre.informations_gnrales","Informations générales"
"tz-ltn","ajouteroeuvre.titre_luvre","Titre de l'œuvre *"
"tz-ltn","ajouteroeuvre.placeholder_lart_calligraphie_maghrebine","Ex: L'art de la calligraphie maghrebine"
"tz-ltn","ajouteroeuvre.langue","Langue *"
"tz-ltn","ajouteroeuvre.franais","Français"
"tz-ltn","ajouteroeuvre.anne_cration","Année de création"
"tz-ltn","ajouteroeuvre.prix","Prix (en DA)"
"tz-ltn","ajouteroeuvre.placeholder_1200","Ex: 1200"
"tz-ltn","ajouteroeuvre.description","Description *"
"tz-ltn","ajouteroeuvre.placeholder_dcrivez_votre_uvre","Décrivez votre œuvre, son contexte, ses influences..."
"tz-ltn","ajouteroeuvre.informations_spcifiques","Informations spécifiques -"
"tz-ltn","ajouteroeuvre.tags","Tags"
"tz-ltn","ajouteroeuvre.placeholder_ajouter_tag","Ajouter un tag..."
"tz-ltn","ajouteroeuvre.tags_suggrs","Tags suggérés :"
"tz-ltn","ajouteroeuvre.fichiers_mdias","Fichiers et médias"
"tz-ltn","ajouteroeuvre.premire_image_ajoute","La première image ajoutée sera automatiquement l'image principale. 
                          Cliquez sur une autre image pour la définir comme principale."
"tz-ltn","ajouteroeuvre.mdias_ajouts","Médias ajoutés"
"tz-ltn","ajouteroeuvre.dfinir_comme_principale","Définir comme principale"
"tz-ltn","ajouteroeuvre.mb","MB"
"tz-ltn","ajouteroeuvre.ajouter_des_mdias","Ajouter des médias"
"tz-ltn","ajouteroeuvre.glissezdposez_vos_fichiers","Glissez-déposez vos fichiers ou cliquez pour sélectionner"
"tz-ltn","ajouteroeuvre.images_vidos_audio","Images, vidéos, audio ou documents (max 100MB par fichier)"
"tz-ltn","ajouteroeuvre.choisir_des_fichiers","Choisir des fichiers"
"tz-ltn","ajouteroeuvre.sauvegarder_comme_brouillon","Sauvegarder comme brouillon"
"tz-ltn","ajouteroeuvre.publier_luvre","Publier l'œuvre"
"tz-ltn","common_patrimoinesection.description_citadelle_historique_classe","Citadelle historique classée au patrimoine mondial de l'UNESCO"
"tz-ltn","common_patrimoinesection.description_art_rupestre_prhistorique","Art rupestre préhistorique dans un paysage lunaire unique"
"tz-ltn","common_patrimoinesection.description_architecture_mozabite_tradit","Architecture mozabite traditionnelle et mode de vie ancestral"
"tz-ltn","common_patrimoinesection.patrimoine_culturel","Patrimoine culturel"
"tz-ltn","common_patrimoinesection.explorez_les_trsors","Explorez les trésors architecturaux et naturels qui témoignent 
            de la richesse millénaire de l'Algérie"
"tz-ltn","common_patrimoinesection.carte_interactive_patrimoine","Carte interactive du patrimoine"
"tz-ltn","common_patrimoinesection.explorez_plus_sites","Explorez plus de 50 sites culturels à travers l'Algérie"
"tz-ltn","common_patrimoinesection.ouvrir_carte","Ouvrir la carte"
"tz-ltn","common_patrimoinesection.unesco","UNESCO"
"tz-ltn","common_patrimoinesection.dcouvrir","Découvrir"
"tz-ltn","common_patrimoinesection.voir_tous_les","Voir tous les sites patrimoniaux"
"tz-ltn","common_oeuvressection.title_ltranger","L'Étranger"
"tz-ltn","common_oeuvressection.description_chefduvre_littrature_existen","Chef-d'œuvre de la littérature existentialiste par l'auteur franco-algérien"
"tz-ltn","common_oeuvressection.title_bataille_dalger","La Bataille d'Alger"
"tz-ltn","common_oeuvressection.description_film_emblmatique_sur","Film emblématique sur la guerre d'indépendance algérienne"
"tz-ltn","common_oeuvressection.title_calligraphie_maghrbine_contemporai","Calligraphie Maghrébine Contemporaine"
"tz-ltn","common_oeuvressection.description_uvres_calligraphiques_mlant","Œuvres calligraphiques mêlant tradition arabe et modernité"
"tz-ltn","common_oeuvressection.bibliothque_numrique","Bibliothèque numérique"
"tz-ltn","common_oeuvressection.dcouvrez_tlchargez_les","Découvrez et téléchargez les œuvres littéraires, cinématographiques 
            et artistiques qui enrichissent le patrimoine culturel algérien"
"tz-ltn","common_oeuvressection.par","par"
"tz-ltn","common_oeuvressection.avis","avis)"
"tz-ltn","common_oeuvressection.tlchargements","téléchargements"
"tz-ltn","common_oeuvressection.aperu_disponible","Aperçu disponible"
"tz-ltn","common_oeuvressection.aperu","Aperçu"
"tz-ltn","common_oeuvressection.acheter","Acheter"
"tz-ltn","common_oeuvressection.explorer_toute_bibliothque","Explorer toute la bibliothèque"
"tz-ltn","common_notificationbell.aria-label_notifications","Notifications"
"tz-ltn","common_notificationbell.notifications","Notifications"
"tz-ltn","common_notificationbell.toutes","Toutes"
"tz-ltn","common_notificationbell.non_lues","Non lues"
"tz-ltn","common_notificationbell.title_tout_marquer_comme","Tout marquer comme lu"
"tz-ltn","common_notificationbell.nouvelle","nouvelle"
"tz-ltn","common_notificationbell.aucune_nouvelle_notification","Aucune nouvelle notification"
"tz-ltn","common_notificationbell.chargement","Chargement..."
"tz-ltn","common_notificationbell.aucune_notification","Aucune notification"
"tz-ltn","common_notificationbell.title_marquer_comme","Marquer comme lu"
"tz-ltn","common_notificationbell.title_supprimer","Supprimer"
"tz-ltn","common_notificationbell.voir_plus","Voir plus →"
"tz-ltn","common_notificationbell.voir_toutes_les","Voir toutes les notifications"
"tz-ltn","common_notificationbell.prfrences","Préférences"
"tz-ltn","common_evenementssection.title_festival_international_musique","Festival International de Musique Andalouse"
"tz-ltn","common_evenementssection.description_clbration_lhritage_musical","Célébration de l'héritage musical andalou avec des artistes internationaux"
"tz-ltn","common_evenementssection.title_exposition_dart_contemporain","Exposition d'Art Contemporain Maghrébin"
"tz-ltn","common_evenementssection.description_dcouverte_des_uvres","Découverte des œuvres d'artistes contemporains du Maghreb"
"tz-ltn","common_evenementssection.title_journes_patrimoine_amazigh","Journées du Patrimoine Amazigh"
"tz-ltn","common_evenementssection.description_immersion_dans_culture","Immersion dans la culture amazighe : langue, artisanat et traditions"
"tz-ltn","common_evenementssection.vnements_culturels","Événements culturels"
"tz-ltn","common_evenementssection.participez_aux_festivals","Participez aux festivals, expositions et célébrations qui animent 
            la scène culturelle algérienne"
"tz-ltn","common_evenementssection.sinscrire_lvnement","S'inscrire à l'événement"
"tz-ltn","common_evenementssection.voir_tous_les","Voir tous les événements"
"tz-ltn","common_connectionstatus.connect","Connecté"
"tz-ltn","common_connectionstatus.connect_1","Connecté"
"tz-ltn","common_connectionstatus.connexion","Connexion..."
"tz-ltn","common_connectionstatus.dconnect","Déconnecté"
"tz-ltn","common_connectionstatus.erreur","Erreur:"
"tz-ltn","common_connectionstatus.tentatives_reconnexion","Tentatives de reconnexion:"
"tz-ltn","common_connectionstatus.mode_dgrad_polling","Mode dégradé (polling)"
"tz-ltn","common_connectionstatus.id","ID:"
"tz-ltn","common_connectionstatus.connexion_1","Connexion..."
"tz-ltn","common_connectionstatus.mode_hors_ligne","Mode hors ligne"
"tz-ltn","common_categoriesection.chargement_des_catgories","Chargement des catégories..."
"tz-ltn","common_categoriesection.catgories","Catégories"
"tz-ltn","common_categoriesection.aucune_catgorie_disponible","Aucune catégorie disponible pour ce type d'œuvre."
"tz-ltn","common_categoriesection.catgories_1","Catégories"
"tz-ltn","common_categoriesection.slectionnez_une_plusieurs","Sélectionnez une ou plusieurs catégories pour classifier votre œuvre"
"tz-ltn","common_cartepatrimoine.description_citadelle_historique_inscrit","Citadelle historique inscrite au patrimoine mondial de l'UNESCO depuis 1992"
"tz-ltn","common_cartepatrimoine.description_plateau_montagneux_avec","Plateau montagneux avec art rupestre préhistorique, patrimoine mondial UNESCO"
"tz-ltn","common_cartepatrimoine.description_ensemble_architectural_mozab","Ensemble architectural mozabite unique au monde, patrimoine UNESCO depuis 1982"
"tz-ltn","common_cartepatrimoine.description_ancienne_cit_romaine","Ancienne cité romaine de Thamugadi, parfaitement conservée"
"tz-ltn","common_cartepatrimoine.description_cuicul_ancienne_ville","Cuicul, ancienne ville romaine aux vestiges exceptionnels"
"tz-ltn","common_cartepatrimoine.description_vestiges_puniques_romains","Vestiges puniques, romains et chrétiens face à la Méditerranée"
"tz-ltn","common_cartepatrimoine.carte_interactive_patrimoine","Carte interactive du patrimoine"
"tz-ltn","common_cartepatrimoine.ouvrir_grand","Ouvrir en grand"
"tz-ltn","common_cartepatrimoine.exploration_patrimoine_algrien","Exploration du patrimoine algérien"
"tz-ltn","common_cartepatrimoine.explorez_plus_sites","Explorez plus de 6 sites UNESCO et monuments historiques à travers l'Algérie"
"tz-ltn","common_cartepatrimoine.parcours_dcouverte","Parcours découverte"
"tz-ltn","common_cartepatrimoine.choisissez_itinraire_thmatique","Choisissez un itinéraire thématique pour découvrir les merveilles du patrimoine algérien"
"tz-ltn","common_cartepatrimoine.sites","sites"
"tz-ltn","common_cartepatrimoine.parcours_actif","Parcours actif :"
"tz-ltn","common_cartepatrimoine.itinraire_trac_sur","Itinéraire tracé sur la carte avec"
"tz-ltn","common_cartepatrimoine.monuments","monuments"
"tz-ltn","common_cartepatrimoine.effacer","Effacer"
"tz-ltn","common_cartepatrimoine.unesco","UNESCO"
"tz-ltn","common_cartepatrimoine.visiteurs","Visiteurs"
"tz-ltn","common_cartepatrimoine.dure","Durée"
"tz-ltn","common_cartepatrimoine.poque","Époque"
"tz-ltn","common_cartepatrimoine.statut","Statut"
"tz-ltn","common_cartepatrimoine.rserver_une_visite","Réserver une visite"
"tz-ltn","common_cartepatrimoine.plus_dinformations","Plus d'informations"
"tz-ltn","common_cartepatrimoine.fermer","Fermer"
"tz-ltn","notifications_preferences.prfrences_notifications","Préférences de notifications"
"tz-ltn","notifications_preferences.notifications_navigateur_dsactives","Notifications navigateur désactivées"
"tz-ltn","notifications_preferences.activez_les_notifications","Activez les notifications navigateur pour recevoir des alertes en temps réel même lorsque l'application est en arrière-plan."
"tz-ltn","notifications_preferences.activer_les_notifications","Activer les notifications navigateur"
"tz-ltn","notifications_preferences.title_paramtres_gnraux","Paramètres généraux"
"tz-ltn","notifications_preferences.description_grez_vos_prfrences","Gérez vos préférences globales de notification"
"tz-ltn","notifications_preferences.label_notifications_actives","Notifications activées"
"tz-ltn","notifications_preferences.description_activer_dsactiver_toutes","Activer ou désactiver toutes les notifications"
"tz-ltn","notifications_preferences.label_notifications_par_email","Notifications par email"
"tz-ltn","notifications_preferences.description_recevoir_les_notifications","Recevoir les notifications importantes par email"
"tz-ltn","notifications_preferences.label_notifications_sms","Notifications SMS"
"tz-ltn","notifications_preferences.description_recevoir_les_notifications_1","Recevoir les notifications urgentes par SMS"
"tz-ltn","notifications_preferences.title_types_notifications","Types de notifications"
"tz-ltn","notifications_preferences.description_choisissez_les_types","Choisissez les types de notifications que vous souhaitez recevoir"
"tz-ltn","notifications_preferences.label_nouveaux_vnements","Nouveaux événements"
"tz-ltn","notifications_preferences.description_tre_notifi_lors","Être notifié lors de la création de nouveaux événements culturels"
"tz-ltn","notifications_preferences.label_modifications_programme","Modifications de programme"
"tz-ltn","notifications_preferences.description_recevoir_des_alertes","Recevoir des alertes en cas de changement dans les programmes d'événements"
"tz-ltn","notifications_preferences.label_rappels_dvnements","Rappels d'événements"
"tz-ltn","notifications_preferences.description_recevoir_rappel_24h","Recevoir un rappel 24h avant les événements auxquels vous participez"
"tz-ltn","notifications_preferences.title_appareils_canaux","Appareils et canaux"
"tz-ltn","notifications_preferences.description_grez_comment_vous","Gérez comment vous recevez vos notifications"
"tz-ltn","notifications_preferences.navigateur_web","Navigateur web"
"tz-ltn","notifications_preferences.email","Email"
"tz-ltn","notifications_preferences.sms","SMS"
"tz-ltn","notifications_preferences.retour_aux_notifications","Retour aux notifications"
"tz-ltn","notifications_preferences.enregistrement","Enregistrement..."
"tz-ltn","notifications_preferences.enregistr","Enregistré"
"tz-ltn","notifications_preferences.enregistrer_les_prfrences","Enregistrer les préférences"
"tz-ltn","notifications_notifications.voir_plus","Voir plus →"
"tz-ltn","notifications_notifications.title_marquer_comme","Marquer comme lu"
"tz-ltn","notifications_notifications.title_supprimer","Supprimer"
"tz-ltn","notifications_notifications.label_toutes","Toutes"
"tz-ltn","notifications_notifications.label_non_lues","Non lues"
"tz-ltn","notifications_notifications.label_participations","Participations"
"tz-ltn","notifications_notifications.label_annulations","Annulations"
"tz-ltn","notifications_notifications.label_modifications","Modifications"
"tz-ltn","notifications_notifications.label_nouveaux_vnements","Nouveaux événements"
"tz-ltn","notifications_notifications.label_rappels","Rappels"
"tz-ltn","notifications_notifications.notifications","Notifications"
"tz-ltn","notifications_notifications.activez_les_notifications","Activez les notifications pour être alerté en temps réel"
"tz-ltn","notifications_notifications.activer","Activer"
"tz-ltn","notifications_notifications.rsum","Résumé"
"tz-ltn","notifications_notifications.total","Total"
"tz-ltn","notifications_notifications.non_lues","Non lues"
"tz-ltn","notifications_notifications.filtrer","Filtrer"
"tz-ltn","notifications_notifications.tout_marquer_comme","Tout marquer comme lu"
"tz-ltn","notifications_notifications.supprimer_les_lues","Supprimer les lues"
"tz-ltn","notifications_notifications.chargement_des_notifications","Chargement des notifications..."
"tz-ltn","notifications_notifications.aucune_notification","Aucune notification"
"tz-ltn","articles_articleviewpage.chargement_larticle","Chargement de l'article..."
"tz-ltn","articles_articleviewpage.article_introuvable","Article introuvable"
"tz-ltn","articles_articleviewpage.retour_aux_uvres","Retour aux œuvres"
"tz-ltn","articles_articleviewpage.retour","Retour"
"tz-ltn","articles_articleviewpage.title_ajouter_aux_favoris","Ajouter aux favoris"
"tz-ltn","articles_articleviewpage.title_partager","Partager"
"tz-ltn","articles_articleviewpage.title_imprimer","Imprimer"
"tz-ltn","articles_articleviewpage.title_tlcharger_pdf","Télécharger PDF"
"tz-ltn","articles_articleviewpage.valu_par_les","Évalué par les pairs"
"tz-ltn","articles_articleviewpage.accs_libre","Accès libre"
"tz-ltn","articles_articleviewpage.vrifi","Vérifié"
"tz-ltn","articles_articleviewpage.min_lecture","min de lecture"
"tz-ltn","articles_articleviewpage.mots","mots"
"tz-ltn","articles_articleviewpage.publi_dans","Publié dans"
"tz-ltn","articles_articleviewpage.rsum","Résumé"
"tz-ltn","articles_articleviewpage.contenu_cet_article","Le contenu de cet article n'est pas encore disponible."
"tz-ltn","articles_articleviewpage.informations_bibliographiques","Informations bibliographiques"
"tz-ltn","articles_articleviewpage.doi","DOI :"
"tz-ltn","articles_articleviewpage.issn","ISSN :"
"tz-ltn","articles_articleviewpage.impact_factor","Impact Factor :"
"tz-ltn","articles_articleviewpage.citation_apa","Citation APA :"
"tz-ltn","articles_articleviewpage.contributeurs","Contributeurs"
"tz-ltn","articles_articleviewpage.principal","Principal"
"tz-ltn","articles_articleviewpage.commentaires","Commentaires ("
"tz-ltn","articles_articleviewpage.commenter","Commenter"
"tz-ltn","articles_articleviewpage.rpondre","Répondre"
"tz-ltn","articles_articleviewpage.aucun_commentaire_pour","Aucun commentaire pour le moment. Soyez le premier à commenter !"
"tz-ltn","articles_articleviewpage.classification","Classification"
"tz-ltn","articles_articleviewpage.catgories","Catégories"
"tz-ltn","articles_articleviewpage.tags","Tags"
"tz-ltn","articles_articleviewpage.partagez_votre_avis","Partagez votre avis sur cet article"
"tz-ltn","articles_articleviewpage.votre_commentaire","Votre commentaire"
"tz-ltn","articles_articleviewpage.placeholder_crivez_votre_commentaire","Écrivez votre commentaire ici..."
"tz-ltn","articles_articleviewpage.annuler","Annuler"
"tz-ltn","articles_articleviewpage.envoi","Envoi..."
"tz-ltn","articles_articleviewpage.envoyer","Envoyer"
"tz-ltn","permissions_permissionguard.chargement_des_permissions","Chargement des permissions..."
"tz-ltn","permissions_permissionguard.chargement","Chargement..."
"tz-ltn","permissions_permissionguard.chargement_1","Chargement..."
"tz-ltn","permissions_permissionguard.validation_attente","Validation en attente"
"tz-ltn","permissions_permissionguard.chargement_2","Chargement..."
"tz-ltn","permissions_permissionguard.title_modifier","Modifier"
"tz-ltn","permissions_permissionguard.title_supprimer","Supprimer"
"tz-ltn","modals_intervenantmodal.ajouter_intervenant","Ajouter un intervenant"
"tz-ltn","modals_intervenantmodal.crez_nouvel_intervenant","Créez un nouvel intervenant pour votre œuvre"
"tz-ltn","modals_intervenantmodal.informations_personnelles","Informations personnelles"
"tz-ltn","modals_intervenantmodal.prnom","Prénom *"
"tz-ltn","modals_intervenantmodal.placeholder_prnom","Prénom"
"tz-ltn","modals_intervenantmodal.nom","Nom *"
"tz-ltn","modals_intervenantmodal.placeholder_nom_famille","Nom de famille"
"tz-ltn","modals_intervenantmodal.email","Email"
"tz-ltn","modals_intervenantmodal.placeholder_emailexemplecom","email@exemple.com"
"tz-ltn","modals_intervenantmodal.utilisateur_existant","Utilisateur existant :"
"tz-ltn","modals_intervenantmodal.informations_professionnelles","Informations professionnelles"
"tz-ltn","modals_intervenantmodal.titre_professionnel","Titre professionnel"
"tz-ltn","modals_intervenantmodal.placeholder_prof","Ex: Dr., Prof."
"tz-ltn","modals_intervenantmodal.organisation","Organisation"
"tz-ltn","modals_intervenantmodal.placeholder_nom_lorganisation","Nom de l'organisation"
